epoch,accuracy,loss,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_top_k_categorical_accuracy
0,0.21221572160720825,2.8704726696014404,0.3900584876537323,0.24775828421115875,2.7290496826171875,0.437426894903183
1,0.2544509470462799,2.697242498397827,0.4483647346496582,0.2559454143047333,2.7106668949127197,0.4423002004623413
2,0.27015379071235657,2.6263937950134277,0.47273120284080505,0.2676413357257843,2.690589666366577,0.46062377095222473
3,0.28148147463798523,2.5827770233154297,0.48490360379219055,0.26569199562072754,2.703193426132202,0.45516568422317505
4,0.29008013010025024,2.5524704456329346,0.49315571784973145,0.2563352882862091,2.7122840881347656,0.4487329423427582
5,0.2943902909755707,2.529553174972534,0.5048083066940308,0.2676413357257843,2.701826810836792,0.45847952365875244
6,0.30067142844200134,2.5062732696533203,0.5085336565971375,0.21403509378433228,3.426560640335083,0.34541910886764526
7,0.30244746804237366,2.4983294010162354,0.5131903886795044,0.27602338790893555,2.677363634109497,0.4604288637638092
8,0.30636778473854065,2.472468376159668,0.520944356918335,0.27855750918388367,2.627228021621704,0.4695906341075897
9,0.30957332253456116,2.4629387855529785,0.5205544829368591,0.26569199562072754,2.7209510803222656,0.4534113109111786
10,0.3139701187610626,2.4459621906280518,0.5265107154846191,0.2608187198638916,2.7863757610321045,0.4442495107650757
11,0.3157244920730591,2.4396426677703857,0.5292180776596069,0.2588694095611572,2.713778018951416,0.4604288637638092
12,0.3184102177619934,2.4249954223632812,0.5345245599746704,0.2775828540325165,2.661686658859253,0.46569201350212097
13,0.32434481382369995,2.4032068252563477,0.5394628643989563,0.2801169455051422,2.651592493057251,0.4719298183917999
14,0.324063241481781,2.4013590812683105,0.5412389039993286,0.27017542719841003,2.7216591835021973,0.456725150346756
15,0.32557937502861023,2.3884522914886475,0.5437297224998474,0.253801167011261,2.7690677642822266,0.4424951374530792
14,0.32408490777015686,2.4010674953460693,0.539506196975708,0.2684210538864136,2.720944404602051,0.456725150346756
15,0.3265540301799774,2.3862686157226562,0.5450292229652405,0.2653021514415741,2.7283451557159424,0.4615984261035919
16,0.32923975586891174,2.3790271282196045,0.5445311069488525,0.2822612226009369,2.678307294845581,0.46881091594696045
17,0.33066925406455994,2.3700695037841797,0.549599289894104,0.28070175647735596,2.6852242946624756,0.47134503722190857
18,0.3345462381839752,2.3559179306030273,0.5541477203369141,0.2754386067390442,2.703740358352661,0.46335282921791077
19,0.33406972885131836,2.350682020187378,0.553519606590271,0.2547758221626282,2.783177614212036,0.44385963678359985
20,0.3356291949748993,2.3535377979278564,0.5513103604316711,0.2684210538864136,2.727114677429199,0.45516568422317505
21,0.335672527551651,2.3431060314178467,0.557894766330719,0.27582845091819763,2.6991183757781982,0.4703703820705414
