epoch,accuracy,loss,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_top_k_categorical_accuracy
0,0.12126922607421875,3.2131521701812744,0.2613385319709778,0.14561402797698975,3.1072144508361816,0.298440545797348
1,0.1573965847492218,3.0490922927856445,0.32053279876708984,0.14795321226119995,3.090034008026123,0.31442496180534363
2,0.17574182152748108,2.975724935531616,0.3458522856235504,0.1382066309452057,3.1947882175445557,0.28615984320640564
3,0.18680961430072784,2.9287097454071045,0.36055880784988403,0.1598440557718277,3.104144811630249,0.31793370842933655
4,0.19384881854057312,2.8949406147003174,0.37327268719673157,0.1576998084783554,3.0927889347076416,0.3083820641040802
5,0.20153778791427612,2.8637189865112305,0.3849686086177826,0.1518518477678299,3.137265920639038,0.30662769079208374
6,0.2077106386423111,2.839768886566162,0.3919861316680908,0.15282651782035828,3.145942449569702,0.3091617822647095
7,0.21206411719322205,2.8157904148101807,0.39885208010673523,0.15575048327445984,3.1307077407836914,0.3171539902687073
8,0.21574614942073822,2.798206329345703,0.4067576229572296,0.15730993449687958,3.115532159805298,0.30896687507629395
9,0.2194281965494156,2.787163734436035,0.4121507406234741,0.16842105984687805,3.1328868865966797,0.3194931745529175
10,0.2248213142156601,2.767072916030884,0.41875678300857544,0.163352832198143,3.1531565189361572,0.3161793351173401
11,0.22551439702510834,2.765976905822754,0.4181286692619324,0.16354775428771973,3.120992660522461,0.3132553696632385
12,0.2285899966955185,2.7438552379608154,0.4240849018096924,0.15594542026519775,3.1691975593566895,0.3171539902687073
13,0.23012778162956238,2.7351858615875244,0.43153563141822815,0.16491228342056274,3.1589441299438477,0.3185185194015503
14,0.2336798757314682,2.7306559085845947,0.4278319180011749,0.15711501240730286,3.197920560836792,0.3107212483882904
15,0.2373402714729309,2.7203774452209473,0.43376651406288147,0.15614035725593567,3.1694278717041016,0.31364521384239197
16,0.2392245978116989,2.7069497108459473,0.4382282793521881,0.16023391485214233,3.1797235012054443,0.30799219012260437
17,0.23863981664180756,2.7036333084106445,0.43669047951698303,0.16413255035877228,3.189150094985962,0.31812864542007446
