epoch,accuracy,loss,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_top_k_categorical_accuracy
0,0.11061295121908188,3.288846254348755,0.2425384521484375,0.11403508484363556,3.247295618057251,0.26257309317588806
1,0.14379467070102692,3.1250734329223633,0.2993068993091583,0.12027290463447571,3.238215684890747,0.26822611689567566
2,0.16090534627437592,3.040894031524658,0.3293263912200928,0.11773879081010818,3.2925913333892822,0.2633528411388397
3,0.17177821695804596,2.9907822608947754,0.3475850224494934,0.13567250967025757,3.221775531768799,0.27816763520240784
4,0.1821529120206833,2.9492087364196777,0.3597140908241272,0.14015594124794006,3.2095327377319336,0.2777777910232544
5,0.18778426945209503,2.920354127883911,0.37236300110816956,0.13781675696372986,3.488685131072998,0.26120856404304504
6,0.19265757501125336,2.903458595275879,0.37734460830688477,0.12085770070552826,3.322014331817627,0.26569199562072754
7,0.1993069052696228,2.88210391998291,0.38748103380203247,0.13099415600299835,3.25380539894104,0.2787524461746216
8,0.20264241099357605,2.859452247619629,0.39335066080093384,0.1269005835056305,3.2954342365264893,0.27816763520240784
9,0.20615118741989136,2.8469057083129883,0.3982672691345215,0.13333334028720856,3.398332357406616,0.2664717435836792
10,0.20864197611808777,2.840418815612793,0.39945852756500244,0.1384015530347824,3.3065009117126465,0.274463951587677
11,0.21271388232707977,2.83121657371521,0.4055447280406952,0.13645224273204803,3.319411277770996,0.2789473831653595
12,0.21258392930030823,2.8154237270355225,0.4098115563392639,0.12982456386089325,3.377016305923462,0.2723196744918823
13,0.21674247086048126,2.8063106536865234,0.410526305437088,0.12982456386089325,3.356112480163574,0.26900583505630493
14,0.2179986983537674,2.8038382530212402,0.4128871560096741,0.13294346630573273,3.357269525527954,0.27387914061546326
15,0.21706736087799072,2.801144599914551,0.41453325748443604,0.12846003472805023,3.3639862537384033,0.2686159908771515
16,0.2199263572692871,2.7908647060394287,0.41747888922691345,0.13060428202152252,3.4273977279663086,0.2688109278678894
17,0.22111761569976807,2.78743839263916,0.4191466271877289,0.12884990870952606,3.3643007278442383,0.2756335139274597
18,0.22295862436294556,2.787201166152954,0.42176738381385803,0.13196881115436554,3.4465200901031494,0.26354774832725525
19,0.2229369729757309,2.7841591835021973,0.4228936433792114,0.12163742631673813,3.398693084716797,0.2617933750152588
