epoch,accuracy,loss,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_top_k_categorical_accuracy
0,0.10940004140138626,3.2778477668762207,0.24780160188674927,0.13079921901226044,3.2284977436065674,0.27582845091819763
1,0.1498159021139145,3.09309720993042,0.30825212597846985,0.14191032946109772,3.1452245712280273,0.2923976480960846
2,0.16777127981185913,3.0135691165924072,0.3374052345752716,0.14444445073604584,3.175600290298462,0.2959064245223999
3,0.18278102576732635,2.958833932876587,0.3558804392814636,0.14093567430973053,3.1712474822998047,0.295711487531662
4,0.1920727789402008,2.917281150817871,0.3737275302410126,0.131384015083313,3.2593555450439453,0.2732943594455719
5,0.19789907336235046,2.889174461364746,0.3824128210544586,0.14756335318088531,3.2282745838165283,0.2824561297893524
6,0.2022092193365097,2.8671796321868896,0.39044833183288574,0.14249512553215027,3.198780059814453,0.28538012504577637
7,0.20734243094921112,2.8495125770568848,0.3973792493343353,0.13352826237678528,3.273235321044922,0.28421053290367126
8,0.21368853747844696,2.8243844509124756,0.403292179107666,0.14327485859394073,3.2664108276367188,0.29181286692619324
9,0.21505306661128998,2.81477427482605,0.40669265389442444,0.14074073731899261,3.2488558292388916,0.29220274090766907
10,0.2190599888563156,2.800196409225464,0.4148148000240326,0.1360623836517334,3.302921772003174,0.28284600377082825
11,0.22391162812709808,2.7949087619781494,0.4175655245780945,0.1384015530347824,3.2862393856048584,0.28752437233924866
12,0.22432315349578857,2.786905288696289,0.4192332625389099,0.1348927915096283,3.2734711170196533,0.27816763520240784
13,0.22666233777999878,2.7737374305725098,0.42341348528862,0.13918128609657288,3.3358042240142822,0.28654971718788147
14,0.22768031060695648,2.7672195434570312,0.4269222319126129,0.1294347047805786,3.3292195796966553,0.2742690145969391
15,0.22999782860279083,2.7641477584838867,0.42936971783638,0.13411305844783783,3.369887590408325,0.27407407760620117
16,0.2290448397397995,2.763223171234131,0.4278319180011749,0.13781675696372986,3.343600273132324,0.28167641162872314
17,0.233073428273201,2.7490100860595703,0.43316006660461426,0.12436646968126297,3.4153382778167725,0.2719298303127289
18,0.23040935397148132,2.7523069381713867,0.4326402544975281,0.12982456386089325,3.520975351333618,0.26588693261146545
19,0.23463287949562073,2.7436203956604004,0.43591076135635376,0.14405457675457,3.3523061275482178,0.2867446541786194
20,0.23534762859344482,2.7421047687530518,0.4367121458053589,0.13333334028720856,3.4084575176239014,0.2732943594455719
