epoch,accuracy,loss,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_top_k_categorical_accuracy
0,0.11875677108764648,3.2146730422973633,0.25642192363739014,0.14113061130046844,3.1468284130096436,0.29220274090766907
1,0.15752653777599335,3.049083948135376,0.31873512268066406,0.1417153924703598,3.243476629257202,0.27953216433525085
2,0.17509205639362335,2.9819753170013428,0.3421485722064972,0.15711501240730286,3.086435317993164,0.3128654956817627
3,0.18732944130897522,2.921870231628418,0.3637426793575287,0.15594542026519775,3.1090846061706543,0.3140350878238678
4,0.1951267123222351,2.8900837898254395,0.3754386007785797,0.17076022922992706,3.086790084838867,0.3171539902687073
5,0.19978341460227966,2.8639132976531982,0.3827160596847534,0.15711501240730286,3.083916187286377,0.3175438642501831
6,0.2084253877401352,2.83988881111145,0.39410874247550964,0.16413255035877228,3.1121766567230225,0.3198830485343933
7,0.20870694518089294,2.822619676589966,0.3981156647205353,0.17407406866550446,3.0661611557006836,0.3276803195476532
8,0.21435996890068054,2.804851770401001,0.40673598647117615,0.17192982137203217,3.1120569705963135,0.31442496180534363
9,0.22038120031356812,2.781583547592163,0.4140350818634033,0.1619883030653,3.119899034500122,0.3208577036857605
10,0.2219623178243637,2.7697529792785645,0.41559454798698425,0.15614035725593567,3.1393747329711914,0.3152046799659729
11,0.2244097888469696,2.763298988342285,0.41895169019699097,0.15438596904277802,3.178349494934082,0.30682259798049927
12,0.22824345529079437,2.7422900199890137,0.4253844618797302,0.16023391485214233,3.148648500442505,0.3152046799659729
13,0.23079921305179596,2.742387294769287,0.42592594027519226,0.16959063708782196,3.1362533569335938,0.3196881115436554
14,0.23435130715370178,2.7216739654541016,0.43225038051605225,0.14756335318088531,3.1922104358673096,0.31461986899375916
15,0.2345895618200302,2.719900369644165,0.43372321128845215,0.16276803612709045,3.1825547218322754,0.3120857775211334
16,0.23721030354499817,2.714582920074463,0.4346545338630676,0.16081871092319489,3.1680145263671875,0.3132553696632385
17,0.23656053841114044,2.7124061584472656,0.43383148312568665,0.15126705169677734,3.2130703926086426,0.304678350687027
18,0.240762397646904,2.7001395225524902,0.43983104825019836,0.15224172174930573,3.2396457195281982,0.30194932222366333
19,0.24165041744709015,2.6989402770996094,0.4423002004623413,0.15828460454940796,3.2021515369415283,0.3161793351173401
20,0.24372969567775726,2.6893208026885986,0.4467402994632721,0.13684210181236267,3.292843818664551,0.2916179299354553
21,0.24489928781986237,2.684583902359009,0.4470868408679962,0.1575048714876175,3.2208945751190186,0.31247562170028687
22,0.2445743978023529,2.6830506324768066,0.4468269348144531,0.16725146770477295,3.2006585597991943,0.3175438642501831
